"lemma","n","id"
"Пегас",2,"bulychev.puteshestvie_alisy"
"Пегас """,1,"bulychev.puteshestvie_alisy"
"Редвайт",1,"bulychev.puteshestvie_alisy"
"Сьерр -Барракуд",1,"bulychev.puteshestvie_alisy"
"Фикс",3,"bulychev.puteshestvie_alisy"
"Шешинер",1,"bulychev.puteshestvie_alisy"
"Эвридика",2,"bulychev.puteshestvie_alisy"
"галактический сектор Земля",1,"bulychev.puteshestvie_alisy"
"глава 2",1,"bulychev.puteshestvie_alisy"
"гора Сьерр -Барракуд",1,"bulychev.puteshestvie_alisy"
"город Палапутр",1,"bulychev.puteshestvie_alisy"
"город Палапутра",2,"bulychev.puteshestvie_alisy"
"земной Луна",1,"bulychev.puteshestvie_alisy"
"икшинский водохранилище",1,"bulychev.puteshestvie_alisy"
"малый Арктур",3,"bulychev.puteshestvie_alisy"
"московский",1,"bulychev.puteshestvie_alisy"
"планета Блук",3,"bulychev.puteshestvie_alisy"
"планета Самор",1,"bulychev.puteshestvie_alisy"
"планета Триада",1,"bulychev.puteshestvie_alisy"
"планета Фикс",2,"bulychev.puteshestvie_alisy"
"планета имя три Капитанов",1,"bulychev.puteshestvie_alisy"
"прочий захудалый провинциальный планета Галактика",1,"bulychev.puteshestvie_alisy"
"птица Крок",1,"bulychev.puteshestvie_alisy"
"пустой планета",2,"bulychev.puteshestvie_alisy"
"ресторан "" луноход",1,"bulychev.puteshestvie_alisy"
"система Альдебаран",1,"bulychev.puteshestvie_alisy"
"система медуз",1,"bulychev.puteshestvie_alisy"
"сорок три заец",1,"bulychev.puteshestvie_alisy"
"три Капитанов",1,"bulychev.puteshestvie_alisy"
"черный Мгла",1,"bulychev.puteshestvie_alisy"
"Абхазия",1,"bulychev.sto_let_tomu_vpered"
"Австралия",5,"bulychev.sto_let_tomu_vpered"
"Азовский море",1,"bulychev.sto_let_tomu_vpered"
"Алиса",3,"bulychev.sto_let_tomu_vpered"
"Америка",3,"bulychev.sto_let_tomu_vpered"
"Англия",3,"bulychev.sto_let_tomu_vpered"
"Африка",1,"bulychev.sto_let_tomu_vpered"
"Байконур",1,"bulychev.sto_let_tomu_vpered"
"Бронте",1,"bulychev.sto_let_tomu_vpered"
"Булычев",1,"bulychev.sto_let_tomu_vpered"
"Власт",2,"bulychev.sto_let_tomu_vpered"
"Галактика",7,"bulychev.sto_let_tomu_vpered"
"Земля",5,"bulychev.sto_let_tomu_vpered"
"Индия",7,"bulychev.sto_let_tomu_vpered"
"Институт",1,"bulychev.sto_let_tomu_vpered"
"Коле",2,"bulychev.sto_let_tomu_vpered"
"Коли",3,"bulychev.sto_let_tomu_vpered"
"Колина время",1,"bulychev.sto_let_tomu_vpered"
"Коль",2,"bulychev.sto_let_tomu_vpered"
"Коля",12,"bulychev.sto_let_tomu_vpered"
"Коля Наумов",1,"bulychev.sto_let_tomu_vpered"
"Коля Сулима",1,"bulychev.sto_let_tomu_vpered"
"Конотоп",11,"bulychev.sto_let_tomu_vpered"
"Космозо",10,"bulychev.sto_let_tomu_vpered"
"Костром",1,"bulychev.sto_let_tomu_vpered"
"Кострома",2,"bulychev.sto_let_tomu_vpered"
"Курильский остров",1,"bulychev.sto_let_tomu_vpered"
"Лондон",5,"bulychev.sto_let_tomu_vpered"
"Луна",6,"bulychev.sto_let_tomu_vpered"
"Магадан",2,"bulychev.sto_let_tomu_vpered"
"Марс",10,"bulychev.sto_let_tomu_vpered"
"Милен Митин",1,"bulychev.sto_let_tomu_vpered"
"Милень Митина",1,"bulychev.sto_let_tomu_vpered"
"Москва",24,"bulychev.sto_let_tomu_vpered"
"Москва - река",1,"bulychev.sto_let_tomu_vpered"
"Мурманска",2,"bulychev.sto_let_tomu_vpered"
"ООН",1,"bulychev.sto_let_tomu_vpered"
"Пегас",1,"bulychev.sto_let_tomu_vpered"
"Плутон",5,"bulychev.sto_let_tomu_vpered"
"Проспект Мир",1,"bulychev.sto_let_tomu_vpered"
"Пушкин",1,"bulychev.sto_let_tomu_vpered"
"Рязань",1,"bulychev.sto_let_tomu_vpered"
"Самарканд",1,"bulychev.sto_let_tomu_vpered"
"Сивцев Вражка",1,"bulychev.sto_let_tomu_vpered"
"Сокольники",2,"bulychev.sto_let_tomu_vpered"
"Солнце",1,"bulychev.sto_let_tomu_vpered"
"Сочи",2,"bulychev.sto_let_tomu_vpered"
"Сухуми",1,"bulychev.sto_let_tomu_vpered"
"Фима Королев",1,"bulychev.sto_let_tomu_vpered"
"Электрон Степанович",1,"bulychev.sto_let_tomu_vpered"
"Юлькина",1,"bulychev.sto_let_tomu_vpered"
"Юпитер",1,"bulychev.sto_let_tomu_vpered"
"будущее",1,"bulychev.sto_let_tomu_vpered"
"ваш родной город Конотоп",1,"bulychev.sto_let_tomu_vpered"
"ваш шестой "" Б """,1,"bulychev.sto_let_tomu_vpered"
"волшебник изумрудный город",1,"bulychev.sto_let_tomu_vpered"
"галактика",1,"bulychev.sto_let_tomu_vpered"
"коле",1,"bulychev.sto_let_tomu_vpered"
"колиный класс",1,"bulychev.sto_let_tomu_vpered"
"коля",1,"bulychev.sto_let_tomu_vpered"
"контрразведка будущее",1,"bulychev.sto_let_tomu_vpered"
"космодром",1,"bulychev.sto_let_tomu_vpered"
"кратер Циолковский",1,"bulychev.sto_let_tomu_vpered"
"лондонский Тауэр",1,"bulychev.sto_let_tomu_vpered"
"любой планета Коля",1,"bulychev.sto_let_tomu_vpered"
"на Земля",1,"bulychev.sto_let_tomu_vpered"
"некий Коля",1,"bulychev.sto_let_tomu_vpered"
"планета Бруск",1,"bulychev.sto_let_tomu_vpered"
"проспект Мир",3,"bulychev.sto_let_tomu_vpered"
"проспект мира",2,"bulychev.sto_let_tomu_vpered"
"советский Союз",1,"bulychev.sto_let_tomu_vpered"
"Ванечка",1,"chigareva.ostorojno_skazka"
"Лена",3,"chigareva.ostorojno_skazka"
"Лена и Ванечка",1,"chigareva.ostorojno_skazka"
"Ленка",1,"chigareva.ostorojno_skazka"
"Пещера Кошмаров",1,"chigareva.ostorojno_skazka"
"Стокгольм",1,"chigareva.ostorojno_skazka"
"ближний Лес",1,"chigareva.ostorojno_skazka"
"ближний Лесок",1,"chigareva.ostorojno_skazka"
"дальний Лес",10,"chigareva.ostorojno_skazka"
"дальний Леса",4,"chigareva.ostorojno_skazka"
"сам черный Болота",1,"chigareva.ostorojno_skazka"
"черный Болота",1,"chigareva.ostorojno_skazka"
"Вологда",1,"danini.tropinka_na_nevskom"
"Инна",4,"danini.tropinka_na_nevskom"
"Ленинград",3,"danini.tropinka_na_nevskom"
"Москва",1,"danini.tropinka_na_nevskom"
"Петербург",1,"danini.tropinka_na_nevskom"
"Польша",1,"danini.tropinka_na_nevskom"
"Ракова",1,"danini.tropinka_na_nevskom"
"Ташкент",1,"danini.tropinka_na_nevskom"
"выборгский",1,"danini.tropinka_na_nevskom"
"еще город — светлый , теплый , довоенный , совсем мирный",1,"danini.tropinka_na_nevskom"
"мой невский",1,"danini.tropinka_na_nevskom"
"мой невский , который я знать вдоль и поперек , который после , в ГДР , в Польша",1,"danini.tropinka_na_nevskom"
"невский",6,"danini.tropinka_na_nevskom"
"самый Фонтанка",1,"danini.tropinka_na_nevskom"
""" гроб",2,"davydychev.ruki_vverh"
""" гроб и молния",1,"davydychev.ruki_vverh"
"Динамо",2,"davydychev.ruki_vverh"
"Майль",2,"davydychev.ruki_vverh"
"Мяу",1,"davydychev.ruki_vverh"
"Париж",2,"davydychev.ruki_vverh"
"Романов Алик",1,"davydychev.ruki_vverh"
"Толика",1,"davydychev.ruki_vverh"
"Центрхапштаб",11,"davydychev.ruki_vverh"
"ШКОЛА и класс",1,"davydychev.ruki_vverh"
"ЫХ",1,"davydychev.ruki_vverh"
"ЫХ - 000",1,"davydychev.ruki_vverh"
"государство",1,"davydychev.ruki_vverh"
"гроб",1,"davydychev.ruki_vverh"
"деситый части",1,"davydychev.ruki_vverh"
"её самим",1,"davydychev.ruki_vverh"
"идти ужасный расстройство желудка на нервной почва",1,"davydychev.ruki_vverh"
"кторомо",1,"davydychev.ruki_vverh"
"московский",1,"davydychev.ruki_vverh"
"политика",1,"davydychev.ruki_vverh"
"превращать в "" гроб и молния """,1,"davydychev.ruki_vverh"
"самый центральный Отдел "" тигр",1,"davydychev.ruki_vverh"
"сижать на дерево в парка",1,"davydychev.ruki_vverh"
"событие",1,"davydychev.ruki_vverh"
"телевидение",1,"davydychev.ruki_vverh"
""" гроб",2,"demykina.tsvetnye_steklyshki"
""" гроб и молния",1,"demykina.tsvetnye_steklyshki"
"Динамо",2,"demykina.tsvetnye_steklyshki"
"Майль",2,"demykina.tsvetnye_steklyshki"
"Мяу",1,"demykina.tsvetnye_steklyshki"
"Париж",2,"demykina.tsvetnye_steklyshki"
"Романов Алик",1,"demykina.tsvetnye_steklyshki"
"Толика",1,"demykina.tsvetnye_steklyshki"
"Центрхапштаб",11,"demykina.tsvetnye_steklyshki"
"ШКОЛА и класс",1,"demykina.tsvetnye_steklyshki"
"ЫХ",1,"demykina.tsvetnye_steklyshki"
"ЫХ - 000",1,"demykina.tsvetnye_steklyshki"
"государство",1,"demykina.tsvetnye_steklyshki"
"гроб",1,"demykina.tsvetnye_steklyshki"
"деситый части",1,"demykina.tsvetnye_steklyshki"
"её самим",1,"demykina.tsvetnye_steklyshki"
"идти ужасный расстройство желудка на нервной почва",1,"demykina.tsvetnye_steklyshki"
"кторомо",1,"demykina.tsvetnye_steklyshki"
"московский",1,"demykina.tsvetnye_steklyshki"
"политика",1,"demykina.tsvetnye_steklyshki"
"превращать в "" гроб и молния """,1,"demykina.tsvetnye_steklyshki"
"самый центральный Отдел "" тигр",1,"demykina.tsvetnye_steklyshki"
"сижать на дерево в парка",1,"demykina.tsvetnye_steklyshki"
"событие",1,"demykina.tsvetnye_steklyshki"
"телевидение",1,"demykina.tsvetnye_steklyshki"
""" гроб",2,"dlugolenskij.dva_odinakovykh_velosipeda"
""" гроб и молния",1,"dlugolenskij.dva_odinakovykh_velosipeda"
"Динамо",2,"dlugolenskij.dva_odinakovykh_velosipeda"
"Майль",2,"dlugolenskij.dva_odinakovykh_velosipeda"
"Мяу",1,"dlugolenskij.dva_odinakovykh_velosipeda"
"Париж",2,"dlugolenskij.dva_odinakovykh_velosipeda"
"Романов Алик",1,"dlugolenskij.dva_odinakovykh_velosipeda"
"Толика",1,"dlugolenskij.dva_odinakovykh_velosipeda"
"Центрхапштаб",11,"dlugolenskij.dva_odinakovykh_velosipeda"
"ШКОЛА и класс",1,"dlugolenskij.dva_odinakovykh_velosipeda"
"ЫХ",1,"dlugolenskij.dva_odinakovykh_velosipeda"
"ЫХ - 000",1,"dlugolenskij.dva_odinakovykh_velosipeda"
"государство",1,"dlugolenskij.dva_odinakovykh_velosipeda"
"гроб",1,"dlugolenskij.dva_odinakovykh_velosipeda"
"деситый части",1,"dlugolenskij.dva_odinakovykh_velosipeda"
"её самим",1,"dlugolenskij.dva_odinakovykh_velosipeda"
"идти ужасный расстройство желудка на нервной почва",1,"dlugolenskij.dva_odinakovykh_velosipeda"
"кторомо",1,"dlugolenskij.dva_odinakovykh_velosipeda"
"московский",1,"dlugolenskij.dva_odinakovykh_velosipeda"
"политика",1,"dlugolenskij.dva_odinakovykh_velosipeda"
"превращать в "" гроб и молния """,1,"dlugolenskij.dva_odinakovykh_velosipeda"
"самый центральный Отдел "" тигр",1,"dlugolenskij.dva_odinakovykh_velosipeda"
"сижать на дерево в парка",1,"dlugolenskij.dva_odinakovykh_velosipeda"
"событие",1,"dlugolenskij.dva_odinakovykh_velosipeda"
"телевидение",1,"dlugolenskij.dva_odinakovykh_velosipeda"
"Алешин",1,"dobriakov.kanikuly"
"Грек",4,"dobriakov.kanikuly"
"Грека",3,"dobriakov.kanikuly"
"Греки",7,"dobriakov.kanikuly"
"Грекин",2,"dobriakov.kanikuly"
"Марина",1,"dobriakov.kanikuly"
"Москва",1,"dobriakov.kanikuly"
"Россия",1,"dobriakov.kanikuly"
"Тюменский область",1,"dobriakov.kanikuly"
"а также выйснять некоторый подробность грекиной жизни",1,"dobriakov.kanikuly"
"грек",1,"dobriakov.kanikuly"
"дальнейкий план",1,"dobriakov.kanikuly"
"котор",1,"dobriakov.kanikuly"
"который читатель разделить радость ребят",1,"dobriakov.kanikuly"
"мам",1,"dobriakov.kanikuly"
"модный танец",1,"dobriakov.kanikuly"
"полоса",1,"dobriakov.kanikuly"
"среди ночий",1,"dobriakov.kanikuly"
"тайный",1,"dobriakov.kanikuly"
"тайный договор",1,"dobriakov.kanikuly"
"Ленинград",5,"dobryakov_vladimir.vse_pro_nash_klass"
"Марина",1,"dobryakov_vladimir.vse_pro_nash_klass"
"Марс",1,"dobryakov_vladimir.vse_pro_nash_klass"
"СССР",1,"dobryakov_vladimir.vse_pro_nash_klass"
"Ташкент",1,"dobryakov_vladimir.vse_pro_nash_klass"
"Самоделкин",1,"drujkov_iuri.volshebnaia_shkola_karandasha_i_samodelkina"
"ооооо",1,"drujkov_iuri.volshebnaia_shkola_karandasha_i_samodelkina"
"прыгающий Конфет в сладкий Океан",1,"drujkov_iuri.volshebnaia_shkola_karandasha_i_samodelkina"
"весь страна львиный Жирафия",1,"dvorkin_ilia.sitstevyi_razboinik"
"Артеке",1,"fomin.parma"
"Гореловский",1,"fomin.parma"
"Кваркуш",2,"fomin.parma"
"Кваркуша",3,"fomin.parma"
"Кедрачей",1,"fomin.parma"
"Кедрачи",1,"fomin.parma"
"Кедрачих",1,"fomin.parma"
"Парма",1,"fomin.parma"
"Пермья",1,"fomin.parma"
"Петь",1,"fomin.parma"
"Север",1,"fomin.parma"
"Северный Урал",2,"fomin.parma"
"Урал",1,"fomin.parma"
"ворон карла и други",1,"fomin.parma"
"изоржавев",1,"fomin.parma"
"кваркуш",1,"fomin.parma"
"манс Мусия Тургенев",1,"fomin.parma"
"молодой Страна Совет",1,"fomin.parma"
"охотник лукич",1,"fomin.parma"
"приполярный Урал",1,"fomin.parma"
"сарай …",1,"fomin.parma"
"Автов",1,"foniakova.hleb_toi_zimy"
"Айн",1,"foniakova.hleb_toi_zimy"
"Большой московский",2,"foniakova.hleb_toi_zimy"
"Германия",1,"foniakova.hleb_toi_zimy"
"Зоосад",1,"foniakova.hleb_toi_zimy"
"Ленинград",23,"foniakova.hleb_toi_zimy"
"Москва",1,"foniakova.hleb_toi_zimy"
"Нева",6,"foniakova.hleb_toi_zimy"
"Неве",1,"foniakova.hleb_toi_zimy"
"Озерок",1,"foniakova.hleb_toi_zimy"
"Павловск",1,"foniakova.hleb_toi_zimy"
"Петергоф",1,"foniakova.hleb_toi_zimy"
"Правда",1,"foniakova.hleb_toi_zimy"
"Правда Улица Правда",1,"foniakova.hleb_toi_zimy"
"Профсоюзов",1,"foniakova.hleb_toi_zimy"
"Псков",1,"foniakova.hleb_toi_zimy"
"Пушкин",1,"foniakova.hleb_toi_zimy"
"Рига",1,"foniakova.hleb_toi_zimy"
"Россия",3,"foniakova.hleb_toi_zimy"
"Сибирь",1,"foniakova.hleb_toi_zimy"
"Совинформбюро",1,"foniakova.hleb_toi_zimy"
"Урал",1,"foniakova.hleb_toi_zimy"
"Фонтанка",1,"foniakova.hleb_toi_zimy"
"блокадный Ленинград",1,"foniakova.hleb_toi_zimy"
"васильевский",6,"foniakova.hleb_toi_zimy"
"московский",1,"foniakova.hleb_toi_zimy"
"настоящий Йемен",1,"foniakova.hleb_toi_zimy"
"невский",4,"foniakova.hleb_toi_zimy"
"петроградский",1,"foniakova.hleb_toi_zimy"
"провести",1,"foniakova.hleb_toi_zimy"
"псковщина",1,"foniakova.hleb_toi_zimy"
"разъезжий улица",1,"foniakova.hleb_toi_zimy"
"свечной переулок",1,"foniakova.hleb_toi_zimy"
"сказка",1,"foniakova.hleb_toi_zimy"
"старый Ленинград",2,"foniakova.hleb_toi_zimy"
"удельный парк",1,"foniakova.hleb_toi_zimy"
"финский залив",1,"foniakova.hleb_toi_zimy"
"Москва",7,"ganina.tyapkin_i_lyosha"
"его царственный сын ,",1,"ganina.tyapkin_i_lyosha"
"советский Союз",1,"goliavkin.karusel"
"Альпы",1,"golubev.golos_v_nochi"
"Альтдорф",1,"golubev.golos_v_nochi"
"Америка",4,"golubev.golos_v_nochi"
"Анатоль-Ла-Форж",1,"golubev.golos_v_nochi"
"Англия",1,"golubev.golos_v_nochi"
"Бавария",1,"golubev.golos_v_nochi"
"Берн",9,"golubev.golos_v_nochi"
"Вилли",1,"golubev.golos_v_nochi"
