"toponym","index","more_one"
"большой магеллановый Облако","E903",TRUE
"бортинженер Жилин","E904",TRUE
"великий Штурм Голконд","E905",TRUE
"высший Школа Космогация","E906",TRUE
"горячий Болота","E907",TRUE
"далекий Голконд","E908",TRUE
"змей Горыныч","E909",TRUE
"какой-нибудь Юпитер","E910",TRUE
"какой-то дурацкий Кольце дурацкий Сатурн","E911",TRUE
"князь Андрей","E912",TRUE
"маленький каменистый Рее","E913",TRUE
"мальчика ""","E914",FALSE
"марсианский саксаул","E915",TRUE
"матерински теплый , родной Земля","E916",TRUE
"международный Конгресс","E917",TRUE
"местный Венера","E918",TRUE
"на Земля","E919",TRUE
"на Марс","E920",TRUE
"наивероятный","E921",FALSE
"наш Земля","E922",TRUE
"несчастный поле Данже","E923",TRUE
"параграф десятый","E924",TRUE
"песчаный Бухта","E925",TRUE
"самбист","E926",FALSE
"серый развалина","E927",TRUE
"советский коммунистический Республика","E928",TRUE
"солнечный","E929",FALSE
"солнечный система","E930",TRUE
"старый База","E931",TRUE
"старый Базе","E932",TRUE
"старый база","E933",TRUE
"страна багровой ТУЧ","E934",TRUE
"т-теория Кангрен","E935",TRUE
"телохранитель Солнце ""","E936",TRUE
"теплый Сырт","E937",TRUE
"теплый Сырта","E938",TRUE
"урановый Голконд","E939",TRUE
"урановый Голконд на болоте - ---------------------22a----2-2-2-2-2-2-2-2-2-2224 Болото на Венера","E940",TRUE
"черный Песков Голконд","E941",TRUE
"юрковский","E942",FALSE
"Ани","E943",FALSE
"Байкит","E944",FALSE
"Байкита","E945",FALSE
"Богаткина Елена из Калинина","E946",TRUE
"Волода","E947",FALSE
"Днепр Лавра","E948",TRUE
"Дудинка","E949",FALSE
"Канев","E950",FALSE
"Комсомолка","E951",FALSE
"Лена на остров Азорида","E952",TRUE
"Нива","E953",FALSE
"Петька","E954",FALSE
"Полянский","E955",FALSE
"Приозерск","E956",FALSE
"САХ","E957",FALSE
"Союз","E958",FALSE
"Тунгуск","E959",FALSE
"Тунгуски","E960",FALSE
"Усть-Каменск","E961",TRUE
"Федин","E962",FALSE
"Янов-Стан","E963",TRUE
"беспокойный город Москва","E964",TRUE
"ваш Усть-Каменск","E965",TRUE
"город Усть-Каменск","E966",TRUE
"городок Усть-Каменск","E967",TRUE
"древний Киев , похожий издали на остров Буян","E968",TRUE
"здесь Енисей","E969",TRUE
"мраморный","E970",FALSE
"остров Азорида","E971",TRUE
"село Майм","E972",TRUE
"хитрюга","E973",FALSE
"холодный квартира …","E974",TRUE
"целый МТС","E975",TRUE
"чешский город Братислава","E976",TRUE
"Пояс Астероидов","E977",TRUE
"разрезить атмосфера Марс","E978",TRUE
"Колька","E979",FALSE
"Лох","E980",FALSE
"Лох , наш великий Лох …","E981",TRUE
"Норвежья","E982",FALSE
"Северный Двина","E983",TRUE
"Северный Норвегия","E984",TRUE
"великий Лох","E985",TRUE
"Горбов","E986",FALSE
"Горбово","E987",FALSE
"Гусин","E988",FALSE
"Гусина","E989",FALSE
"Гусино","E990",FALSE
"Лученка","E991",FALSE
"Носова Гора","E992",TRUE
"Перетес","E993",FALSE
"Рожневский","E994",FALSE
"Усадин","E995",FALSE
"Усадино","E996",FALSE
"Шарина","E997",FALSE
"Шарино","E998",FALSE
"Шумай","E999",FALSE
"Шумая","E1000",FALSE
"в Усадин","E1001",TRUE
"город Порхов","E1002",TRUE
"город остров","E1003",TRUE
"деревня Жерныльский","E1004",TRUE
"деревня Носова Гор","E1005",TRUE
"деревня Шарино","E1006",TRUE
"деревня Шумая","E1007",TRUE
"жерныльский","E1008",FALSE
"новый Гора","E1009",TRUE
"носовой Гор","E1010",TRUE
"носовой Гора","E1011",TRUE
"пробиться","E1012",FALSE
"пропасть","E1013",FALSE
"сорокинский","E1014",FALSE
"сорокинский бор","E1015",TRUE
"усадино","E1016",FALSE
"хутор","E1017",FALSE
"хутор Горбово","E1018",TRUE
"школа","E1019",FALSE
"Барабанова","E1020",FALSE
"Старков","E1021",FALSE
"тот , другой …","E1022",TRUE
"ясный Озерой","E1023",TRUE
""" сосновый бор ""","E1024",TRUE
"Ангара","E1025",FALSE
"Анна Ильинична","E1026",TRUE
"Артек","E1027",FALSE
"Казахстан город Рудный","E1028",TRUE
"Коле","E1029",FALSE
"Коле дорога Коля","E1030",TRUE
"Крым Феликс","E1031",TRUE
"Оле","E1032",FALSE
"Оле Оля","E1033",TRUE
"Оле Школа","E1034",TRUE
"Оле дорогой Оля","E1035",TRUE
"Оли Воронец","E1036",TRUE
"Оля Заполярье - Урал - Москва","E1037",TRUE
"Пионерк","E1038",FALSE
"Север","E1039",FALSE
"город Крылат","E1040",TRUE
"дорога Коля","E1041",TRUE
"коле -","E1042",FALSE
"крылатый","E1043",FALSE
"огромный "" МАЗе ""","E1044",TRUE
"операция МИО","E1045",TRUE
"отряд справедливый","E1046",TRUE
"переписка Оли","E1047",TRUE
"Граф Монте-Кристо","E1048",TRUE
"Датский","E1049",FALSE
"Племянник","E1050",FALSE
"глава X","E1051",TRUE
"князь Игорь","E1052",TRUE
"принц Датский","E1053",TRUE
"Докмераб","E1054",FALSE
"Елка","E1055",FALSE
"Страна Вечный Каникул","E1056",TRUE
"Страна вечный Каникул","E1057",TRUE
"Страна вечный Каникул навечно","E1058",TRUE
"сам Страна вечный Каникул","E1059",TRUE
"страна вечный Каникул","E1060",TRUE
"Лева","E1061",FALSE
"Иван","E1062",FALSE
"машиностроительный тупик","E1063",TRUE
"третий машиностроительный тупик","E1064",TRUE
"Зевс","E1065",FALSE
"Проксима Кита","E1066",TRUE
"Сверхнов","E1067",FALSE
"Феридан","E1068",FALSE
"древний река Янцзы","E1069",TRUE
"звезда Лейтен","E1070",TRUE
"звезда Тиен-Куан","E1071",TRUE
"звезда Феридан","E1072",TRUE
"звездной Мир","E1073",TRUE
"звездной Мир с Земля","E1074",TRUE
"звездный Мир","E1075",TRUE
"звездный Мир ""","E1076",TRUE
"звездный Мира","E1077",TRUE
"огненный Цветок Прометь","E1078",TRUE
"планета Мот","E1079",TRUE
"планета Ор","E1080",TRUE
"сверхновый Аретин","E1081",TRUE
"сверхновый Аретина","E1082",TRUE
"система Эридан","E1083",TRUE
"система звезда Альтаир и Процион","E1084",TRUE
"суровый планета Рен","E1085",TRUE
"Альфа Центавра","E1086",TRUE
"Барселона","E1087",FALSE
"Большой Круг","E1088",TRUE
"Большой Сириус","E1089",TRUE
"Бруно","E1090",FALSE
"Вольф Четырест двадцать четыре","E1091",TRUE
"Гена","E1092",FALSE
"Генуе","E1093",FALSE
"Гибралтар","E1094",FALSE
"Гиперион","E1095",FALSE
"Грумбридж тридцать четыре","E1096",TRUE
"Джордано Бруно","E1097",TRUE
"Норвегия","E1098",FALSE
"Паустовский Ланский","E1099",TRUE
"Процион","E1100",FALSE
"Родэн","E1101",FALSE
"Сейрок Ном","E1102",TRUE
"Сириус","E1103",FALSE
"Станция звездной Связь","E1104",TRUE
"Юнон","E1105",FALSE
"аврора","E1106",FALSE
"большой Медведица","E1107",TRUE
"большой Сириус","E1108",TRUE
"весь Земля","E1109",TRUE
"весь Планета","E1110",TRUE
"видящий","E1111",FALSE
"вылететь","E1112",FALSE
"звездной Связь","E1113",TRUE
"исследовательский Совет","E1114",TRUE
"история Планета","E1115",TRUE
"малый Сириус","E1116",TRUE
"оба Сириус","E1117",TRUE
"объединить Человечество","E1118",TRUE
"откуда","E1119",FALSE
"первый Лебедь","E1120",TRUE
"песня Сольвейг "" Григ","E1121",TRUE
"старый Фауст","E1122",TRUE
"МОСКВА","E1123",FALSE
"Москва красный Армия","E1124",TRUE
"Озёрка","E1125",FALSE
"Озёркий","E1126",FALSE
"Озёрок","E1127",FALSE
"головной","E1128",FALSE
"советский Родина","E1129",TRUE
"Игарки","E1130",FALSE
"Информарий","E1131",FALSE
"Кинеч","E1132",FALSE
"Ортис","E1133",FALSE
"весь Ортис","E1134",TRUE
"хотеть тишина","E1135",TRUE
"центральный Информарий","E1136",TRUE
"--------------------222---------------------------","E1137",FALSE
"Венгрия","E1138",FALSE
"Молдавия","E1139",FALSE
"Аркадия Викентьевич","E1140",TRUE
"Ашикаг","E1141",FALSE
"Вонави","E1142",FALSE
"Госцирк","E1143",FALSE
"Кронштадт","E1144",FALSE
"Нью-Йорк","E1145",TRUE
"Пореченск","E1146",FALSE
"СЕЗОН","E1147",FALSE
"Сванетия","E1148",FALSE
"Сверд - ловск","E1149",TRUE
"Свердловский губерния","E1150",TRUE
"Союз советский социалистический Республика","E1151",TRUE
"Тбилиси","E1152",FALSE
"Толи Костюков","E1153",TRUE
"ЦУГЦ","E1154",FALSE
"Эльбрус","E1155",FALSE
"борькиный","E1156",FALSE
"гранд - Электро","E1157",TRUE
"конкуренция","E1158",FALSE
"нижний до Казань","E1159",TRUE
"особенно пионер !","E1160",TRUE
"свердый","E1161",FALSE
"свердый ловск","E1162",TRUE
"советский","E1163",FALSE
"Гремянка","E1164",FALSE
"Митя","E1165",FALSE
"старый Дворика","E1166",TRUE
"Быстрица","E1167",FALSE
"Залужье","E1168",FALSE
"Залужья","E1169",FALSE
"большой село Залужье","E1170",TRUE
"быстрица","E1171",FALSE
"Анадырь","E1172",FALSE
"Байкал под-д-хо-д-дит","E1173",TRUE
"Ереван","E1174",FALSE
"Запад","E1175",FALSE
"Магадан","E1176",FALSE
"парковый","E1177",FALSE
"русский","E1178",FALSE
"Бекё","E1179",FALSE
"Кристеп","E1180",FALSE
"Саныяхтах","E1181",FALSE
"Средне-Колымск","E1182",TRUE
"Токко","E1183",FALSE
"Улу-Кюйль","E1184",TRUE
"Хара-Сайялык","E1185",TRUE
"Ыйыла","E1186",FALSE
"Якутия","E1187",FALSE
"крайний Север","E1188",TRUE
"на Север","E1189",TRUE
"племя Киша","E1190",TRUE
"село Усть-Бакчар","E1191",TRUE
"сельсовет харонсайлыка о литр литр о н о в д метр и тонна рождение","E1192",TRUE
"ча-ин-ский район","E1193",TRUE
"яс-сно","E1194",TRUE
"Алтай","E1195",FALSE
"Алтайка","E1196",FALSE
"Бийск","E1197",FALSE
"Будапешт","E1198",FALSE
"ВйГОН","E1199",FALSE
"Зина","E1200",FALSE
"Зинин","E1201",FALSE
"Ку-лунда","E1202",TRUE
"Кучук","E1203",FALSE
"Кучукстрой","E1204",FALSE
"Лидия","E1205",FALSE
"Нюркин","E1206",FALSE
"Саратов","E1207",FALSE
"Синельников","E1208",FALSE
"Сухачевка","E1209",FALSE
"зининый сарай","E1210",TRUE
"нюркин приезд","E1211",TRUE
"пятый","E1212",FALSE
"этот знаменитый Кучук","E1213",TRUE
"Александр невский","E1214",TRUE
"Владимирщина","E1215",FALSE
"Д.","E1216",FALSE
"Западный Европа","E1217",TRUE
"Крис","E1218",FALSE
"Лабрадор","E1219",FALSE
"Полынов","E1220",FALSE
"Приволжье","E1221",FALSE
"Сбоев","E1222",FALSE
"Солнце","E1223",FALSE
"Теляково","E1224",FALSE
"Терр Крочи","E1225",TRUE
"затерявоесь в космосоить","E1226",TRUE
"северный Америка","E1227",TRUE
"тенистый Земля","E1228",TRUE
"топ","E1229",FALSE
